"ID","UPA","EventDate","Employer","Address1","Address2","City","State","Zip","Latitude","Longitude","Primary NAICS","Hospitalized","Amputation","Inspection","Final Narrative","Nature","NatureTitle","Part of Body","Part of Body Title","Event","EventTitle","Source","SourceTitle","Secondary Source","Secondary Source Title"
"2015096779","1020644",9/16/2015,"True Blue, Inc.","Prather Dr & Adele Ct",,"FORT MYERS","FLORIDA","33919",26.55,-81.90,"561320",1.00,0.00,,"An employee's right foot received a compound fracture after it was squeezed by the tire of a garbage collection truck while he was collecting trash.  The employee underwent surgery and was hospitalized.
","111","Fractures","530","Foot (feet), unspecified","2422","Pedestrian struck by forward-moving vehicle in roadway","8424","Garbage, recycling, or refuse truck",,
"2015096780","1020600",9/16/2015,"Mastec Services, Inc","114 Comercial Place",,"SEBRING","FLORIDA","33876",27.43,-81.37,"237130",0.00,1.00,,"The employee was installing a shaker box on a plow when he inadvertently bumped the shaker box causing it to move on the jacks and pinch his right ring finger between the shaker box and the mounting arm of the plow. The employee sustained a fingertip amputation with loss of a finger nail.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","642","Compressed or pinched by shifting objects or equipment","4429","Machine and appliance parts, n.e.c.","3130","Plowing, planting, and fertilizing machinery, unspecified"
"2015096781","1020554",9/16/2015,"Kraemer Textiles, Inc","240 South Main St",,"NAZARETH","PENNSYLVANIA","18064",40.73,-75.31,"313111",0.00,1.00,"1093751","The employee was running a card machine.  When the employee tried to remove build up, string wrapped around his left hand middle finger resulting in a fingertip amputation.","1311","Amputations","4422","Fingertip(s)","6412","Caught in running equipment or machinery during regular operation","3763","Picking, carding, combing machinery",,
"2015096782","1020447",9/16/2015,"Anvil Attachments","261 Highway 19",,"SLAUGHTER","LOUISIANA","70777",30.71,-91.14,"333120",0.00,1.00,,"An employee was setting a die in the brake press. The employee was attempting to line up the upper holes when he depressed the foot pedal and the brake press lowered onto the employee's left hand thumb causing a fingertip amputation.","1311","Amputations","4422","Fingertip(s)","6412","Caught in running equipment or machinery during regular operation","3562","Brake presses",,
"2015096783","1021102",9/16/2015,"Erie Beer Company","14134 Route 8 and 89",,"WATTSBURG","PENNSYLVANIA","16442",42.04,-79.83,"424810",1.00,0.00,,"While hanging a sign at a customer's work site, the employee lost his balance and fell approximately 8 feet from a ladder fracturing an ankle.","111","Fractures","52","Ankle(s)","4332","Other fall to lower level 6 to 10 feet","740","Ladders, unspecified",,
"2015096784","1020519",9/16/2015,"Centers for Disease Control","3719 North Peachtree Road",,"CHAMBLEE","GEORGIA","30341",33.90,-84.29,"923120",1.00,0.00,"1094576","An employee was cutting wood on a table saw and lacerated his left thumb.","132","Cuts, lacerations","4420","Finger(s), fingernail(s), unspecified","6311","Struck against moving part of machinery or equipment","3573","Table saws",,
"2015096785","1020548",9/16/2015,"Wheatland Electric Cooperative, Inc.","P.O. Box 230",,"SCOTT CITY","KANSAS","67871",38.48,-100.91,"221122",1.00,0.00,"1093586","An employee was standing in a lift bucket changing out a still energized transformer on a power pole. He received electrical burns to the left forearm and right arm. Rubber gloves were not worn at the time of the incident.","1530","Electrical burns, unspecified","420","Arm(s), unspecified","5112","Direct exposure to electricity, greater than 220 volts","4415","Power lines, transformers, convertors",,
"2015096786","1020717",9/16/2015,"Simplexgrinnell","101 S Capital Blvd",,"BOISE","IDAHO","83702",43.61,-116.20,"423610",1.00,0.00,,"An employee was on a stepladder installing a sprinkler pipe in a stairwell. He was on the fourth rung of an 8 foot step ladder tightening a fitting when the wrench slipped causing him to fall over the railing to the lower level, then roll down the stairs, ending up two levels below his starting point. He was hospitalized with a concussion, five broken ribs and a punctured lung.","189","Multiple traumatic injuries and disorders, n.e.c.","83","Head and trunk","4331","Other fall to lower level less than 6 feet","7422","Step ladders","7173","Wrenches-nonpowered"
"2015096787","1020642",9/16/2015,"Ken Garff Automotive Group","18555 Eastex Fwy",,"HUMBLE","TEXAS","77338",29.98,-95.27,"441110",1.00,0.00,,"An employee was riding a golf cart at the dealership and fell out striking his head on the ground. The employee suffered a brain hemorrhage requiring surgery.","161","Cerebral and other intracranial hemorrhages","111","Brain","2736","Fall or jump from vehicle in normal operation, nonroadway","8612","Golf cart, personnel transport cart",,
"2015096788","1020312",9/16/2015,"Dorman & Associates Inc","4392 Carsen Rd",,"LEROY","ALABAMA","36548",31.49,-87.97,"238220",0.00,1.00,"1093075","An employee was lifting a grader with an air tugger and got her left hand index finger caught in the metal wiring resulting in amputation.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","642","Compressed or pinched by shifting objects or equipment","9999","Nonclassifiable",,
"2015096789","1020986",9/16/2015,"SCHINDLER ELEVATOR CORP.","20 WHIPPANY ROAD",,"MORRISTOWN","NEW JERSEY","07962",40.79,-74.45,"333921",1.00,0.00,,"An employee fell down stairs in an office building resulting in a shoulder injury.","1972","Soreness, pain, hurt-nonspecified injury","41","Shoulder(s), including clavicle(s), scapula(e)","4330","Other fall to lower level, unspecified","6611","Stairs, steps-indoors",,
"2015096790","1020551",9/16/2015,"Walmart","6785 SW Enterprise BLVD","Distribution Center #7023","ARCADIA","FLORIDA","34269",27.06,-81.99,"452111",1.00,0.00,,"An employee was operating a Barrett double jack and making a ""U"" turn when he lost balance and inadvertently pressed on the brake causing him to fall off the equipment. The front plate under the carriage struck his foot as he fell. The employee sustained lacerations to his toes and two hairline fractures.","111","Fractures","532","Toes(s), toenail(s)","2736","Fall or jump from vehicle in normal operation, nonroadway","8623","Pallet jack-powered",,
"2015096791","1021143",9/16/2015,"Cooper Farms, Inc.","Cooper Farms Processing","#1 Cooper Farms Drive","SAINT HENRY","OHIO","45883",40.41,-84.63,"111998",0.00,0.00,"1093843","An employee was cleaning the AMC (automated cutting machine) and reached into the machine resulting in the avulsion of the right distal interphalangeal. The machine was not locked and tagged out at the time of the injury.","1312","Avulsions, enucleations","4429","Finger(s), fingernail(s), n.e.c.","6411","Caught in running equipment or machinery during maintenance, cleaning ","3719","Food and beverage processing machinery-specialized, n.e.c.",,
"2015096792","1020669",9/16/2015,"Total Grain Marketing, LLC","401 E Madison St",,"TOLEDO","ILLINOIS","62468",39.27,-88.24,"424510",1.00,0.00,"1094128","An employee was working from a ladder to seal a grain bin door.  The employee fell from the ladder and fractured his right foot.","111","Fractures","530","Foot (feet), unspecified","4330","Other fall to lower level, unspecified","740","Ladders, unspecified",,
"2015096793","1020940",9/16/2015,"Blinderman Construction","6019 S. Archer Ave.",,"CHICAGO","ILLINOIS","60638",41.79,-87.76,"236210",1.00,0.00,,"On September 16, 2015, an employee was troubleshooting a nail gun when the gun went off and the employee was struck by a nail in the left hand. The employee was hospitalized for hand surgery.","133","Puncture wounds, except gunshot wounds","440","Hand(s), unspecified","6242","Struck by discharged object or substance","4212","Nails, brads, tacks, nuts, bolts, washers","7235","Nail guns-powered"
"2015096794","1020704",9/16/2015,"Simmons Food, Inc.","2565 N Hwy 59",,"DECATUR","ARKANSAS","72722",36.33,-94.44,"311111",1.00,0.00,,"An employee reached across a conveyor to straighten a 14 lb. bag of dog food that was coming down the conveyor when he slipped and his hand went through the rollers on the transition conveyor. The rollers continued turning and rubbing against the employee's arm causing severe skin burns to his left forearm.  Employee was hospitalized overnight for skin graft purposes.","1590","Other burns, unspecified","423","Forearm(s)","6412","Caught in running equipment or machinery during regular operation","3429","Conveyors-powered, n.e.c.",,
"2015096795","1020337",9/16/2015,"Amsted Rail Company, Inc.","1700 Walnut St.",,"GRANITE CITY","ILLINOIS","62040",38.70,-90.16,"336510",1.00,0.00,,"An employee was crushed between a rolling transfer car and a parked forklift resulting in a fractured pelvic bone.","111","Fractures","342","Pelvis","6211","Caught between rolling powered vehicle and other object","8249","Train, locomotive, rail car, n.e.c.","8621","Forklift, order picker, platform truck-powered"
"2015096796","1020922",9/16/2015,"Express Employment Professionals","603 N 3rd Ave",,"PARAGOULD","ARKANSAS","72450",36.06,-90.48,"561320",0.00,1.00,,"The employee was operating a shear to fabricate a part for a crane.  The employee placed an aluminum sheet into the machine opening and accidently hit the foot control which activated the press.  The employee's left middle finger was amputated above the first knuckle.  The employee was treated at a local hospital and released the same day.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","6412","Caught in running equipment or machinery during regular operation","3512","Shearing machines",,
"2015096797","1020969",9/16/2015,"Southern Illinois Healthcare dba Herrin Hospital","201 South 14th Street",,"HERRIN","ILLINOIS","62948",37.80,-89.02,"622110",1.00,0.00,,"An employee walking though a grassy area between parking lots, stepped in a rut, and fractured an ankle.","111","Fractures","52","Ankle(s)","40","Fall, slip, trip, unspecified ","6631","Ground irregularity",,
"2015096798","1020937",9/16/2015,"Allgeier & Son, Inc.","6386 Bridgetown Rd",,"CINCINNATI","OHIO","45248",39.15,-84.65,"238910",1.00,0.00,,"On 9/16/2015 at 8:45 am, an employee was walking between a dump truck and a pick-up truck and broke his left femur. The employee was hospitalized overnight.","111","Fractures","511","Thigh(s)","9999","Nonclassifiable","9999","Nonclassifiable",,
"2015096799","1021163",9/16/2015,"HSM Solutions","4925 State Line Road",,"FORT SMITH","ARKANSAS","72916",35.35,-94.43,"332999",1.00,0.00,,"An employee was removing a metal product from a storage rack and lost his grip on the product causing the product to fall and lacerate his right arm.","132","Cuts, lacerations","420","Arm(s), unspecified","6231","Struck by object or equipment dropped by injured worker","40","Parts and materials, unspecified",,
"2015096800","1020702",9/16/2015,"TERMINAL LINK TEXAS","12619 Port Rd",,"SEABROOK","TEXAS","77586",29.58,-95.01,"483211",1.00,0.00,"1097185","An employee was trying to retrieve a twist lock with a pole. The twist lock fell. As he tried to get away he tripped and fell. He was taken to the hospital with pain in the chest and abdomen.","1972","Soreness, pain, hurt-nonspecified injury","38","Multiple trunk locations","429","Fall on same level, n.e.c. ","660","Floors, walkways, ground surfaces, unspecified",,
"2015096801","1020065",9/16/2015,"Envelope 1","41969 State Route 344",,"COLUMBIANA","OHIO","44408",40.89,-80.68,"322232",0.00,1.00,"1074333","A worker had shut down a machine and removed the guard to make an adjustment.  The worker restarted the machine and reached into the machine to remove a paper chip. His right hand index finger got caught in a roller and amputated down to the second knuckle.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","6411","Caught in running equipment or machinery during maintenance, cleaning ","3749","Paper production machinery, n.e.c.",,
"2015096802","1020294",9/16/2015,"U.S. Postal Service","2200 Orange Ave",,"CLEVELAND","OHIO","44101",41.49,-81.67,"921190",1.00,0.00,,"An employee was delivering mail and fell hitting their head on the concrete sidewalk.","160","Intracranial injuries, unspecified","111","Brain","420","Fall on same level, unspecified","6642","Sidewalk, path, outdoor walkway-paved",,
"2015096804","1020739",9/16/2015,"R Olson Construction Co. Contractors, Inc.","170 N. Garden Avenue ",,"ROSELLE","ILLINOIS","60172",41.98,-88.10,"238110",0.00,1.00,"1094500","An employee using a table saw amputated the tip of the right index finger from the first and second knuckle.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","6311","Struck against moving part of machinery or equipment","3573","Table saws",,
"2015096805","1020440",9/16/2015,"Lakeside Foods, Inc.","1601 South 30th Street",,"MANITOWOC","WISCONSIN","54221",44.07,-87.68,"311412",0.00,1.00,,"An employee operating a forklift caught their right ring finger between lift truck cage support and a stack of pallets causing an amputation.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","642","Compressed or pinched by shifting objects or equipment","8621","Forklift, order picker, platform truck-powered","216","Skids, pallets"
"2015096806","1020666",9/16/2015,"J C Penney Logistics","5555 Scarborough Blvd",,"COLUMBUS","OHIO","43232",39.92,-82.84,"493110",1.00,0.00,,"An employee received rib and shoulder injuries after falling off of a picking cart.  The cart tipped over while the employee was standing on it while picking orders and/or putting merchandise in a bin.","1972","Soreness, pain, hurt-nonspecified injury","899","Multiple body parts, n.e.c.","4330","Other fall to lower level, unspecified","871","Cart, dolly, hand truck-nonpowered",,
"2015096807","1022243",9/17/2015,"Virtua Hospital","100 Bowman Drive",,"VOORHEES","NEW JERSEY","08043",39.82,-74.93,"622110",1.00,0.00,,"An employee strained her arm while moving a patient.","1233","Strains","420","Arm(s), unspecified","7110","Overexertion in lifting, lowering, unspecified","574","Patient ",,
"2015096808","1021045",9/17/2015,"Strata Concrete Corporation","1.5 miles north of New Town on route 1804","Hawk Eye Hess site","NEW TOWN","NORTH DAKOTA","58763",47.99,-102.49,"327320",0.00,1.00,,"An employee was standing on the DOT bumper observing a concrete chute. He slipped and in his attempt to restrain his fall, inserted two fingers into the roller on the concrete ready mix truck. Two fingers were crushed requiring amputation.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","6412","Caught in running equipment or machinery during regular operation","8427","Cement truck, concrete mixer truck",,
"2015096809","1021008",9/17/2015,"Energex American Incorporated","95 Energex Drive",,"MIFFLINTOWN","PENNSYLVANIA","17059",40.55,-77.35,"321920",1.00,0.00,,"An employee was operating a front end loader on a pile of raw material (wood chips and saw dust). The front end loader rolled down the pile. The employee sustained broken ribs and a punctured lung.","194","Internal injuries to organs and blood vessels of the trunk","310","Chest, except internal location of diseases or disorders","2731","Jack-knifed or overturned, nonroadway","3221","Bucket, front-end, end, and pay loaders",,
"2015096810","1022413",9/17/2015,"NHS Human Services, Inc.","357 Kiester Road",,"SLIPPERY ROCK","PENNSYLVANIA","16057",41.05,-80.03,"623210",1.00,0.00,,"An employee was injured and hospitalized while assisting a resident from a wheelchair to the bed. The employee fell and fractured the left shoulder.","111","Fractures","41","Shoulder(s), including clavicle(s), scapula(e)","429","Fall on same level, n.e.c. ","6629","Floor, n.e.c.","574","Patient "
"2015096811","1021083",9/17/2015,"Verizon","5517 Oakridge Street",,"PITTSBURGH","PENNSYLVANIA","15207",40.40,-79.93,"811213",0.00,1.00,,"An employee working in an aerial lift maneuvered the bucket and the tip of his pinky finger was severed in the bi-fold door.","1311","Amputations","4422","Fingertip(s)","6213","Struck by swinging part of powered vehicle","3467","Aerial lifts, scissor lifts-except truck-mounted",,
"2015096812","1021111",9/17/2015,"DBI Services","I 610 North Loop Westbound","Exit 24A - McCarty St.","HOUSTON","TEXAS","77029",29.76,-95.25,"561730",1.00,0.00,,"An employee was struck by motor vehicle while doing road clean-up work on the shoulder of the road.","10","Traumatic injuries and disorders, unspecified","9999","Nonclassifiable","2412","Pedestrian struck by forward-moving vehicle in work zone ","840","Highway vehicle, motorized, unspecified",,
"2015096813","1021101",9/17/2015,"Publix Super Markets, Inc.","411 South Cypress Road",,"POMPANO BEACH","FLORIDA","33060",26.22,-80.12,"445110",1.00,0.00,,"An employee was setting up scrapers to clean the floor. The scrapers were in a cart and when one of them was falling off the cart, the employee tried to catch it and lacerated his right thumb.","132","Cuts, lacerations","4420","Finger(s), fingernail(s), unspecified","6239","Struck by falling object or equipment, n.e.c.","7165","Scrapers-nonpowered","871","Cart, dolly, hand truck-nonpowered"
"2015096814","1021142",9/17/2015,"JAMES POWER LINE CONSTRUCTION LLC ","I-35","Callaghan","LAREDO","TEXAS","78040",27.51,-99.49,"237130",1.00,0.00,,"Two employees were replacing a high voltage single power line between two poles. One employee, was electrocuted at approximately at 08:15 AM and received third degree electrical burns on the right arm and back side.","1533","Third or fourth degree electrical burns","899","Multiple body parts, n.e.c.","5112","Direct exposure to electricity, greater than 220 volts","4415","Power lines, transformers, convertors",,
"2015096815","1021004",9/17/2015,"MANPOWER","14484 Highway 177",,"JACKSON","MISSOURI","63755",37.48,-89.51,"561320",0.00,1.00,"1093856","The inured employee was holding and lowering a shaft from machine number GK24 onto a jack stand. The shaft slipped and fell on the worker's finger causing an amputation of the right middle fingertip.","1311","Amputations","4422","Fingertip(s)","6231","Struck by object or equipment dropped by injured worker","9999","Nonclassifiable",,
"2015096816","1021129",9/17/2015,"Custom Pultrusions Inc.","1331 South Chillicothe",,"AURORA","OHIO","44202",41.28,-81.34,"326199",1.00,0.00,,"While at the Pultrusion Machine, an employee was stepping down from a resin cart, twisted his back, and could not get back up.","1972","Soreness, pain, hurt-nonspecified injury","320","Back, including spine, spinal cord, unspecified","7313","Climbing or stepping up or down-single episode","562","Bodily motion or position of injured, ill worker",,
"2015096818","1022270",9/17/2015,"Mon Valley Food Inc. ","3701 State Route 88",,"FINLEYVILLE","PENNSYLVANIA","15332",40.25,-80.00,"445110",1.00,0.00,,"An employee was grinding meat. As the meat was grinding in the mixer, the employee opened the lid and stuck his hand into the mixer before the blades came to a complete stop. His right hand/arm got stuck between the mixer and the housing resulting in a right arm fracture and removal of skin.","111","Fractures","420","Arm(s), unspecified","6412","Caught in running equipment or machinery during regular operation","3713","Meat grinders",,
"2015096819","1020899",9/17/2015,"Utility Line Services, Inc. ","Intersection of New Gulph Rd. and Fishers Road",,"BRYN MAWR","PENNSYLVANIA","19010",40.02,-75.32,"238990",1.00,0.00,,"An employee was using a chop saw to cut pipe when the saw kicked back and severely lacerated the employee's neck.","132","Cuts, lacerations","20","Neck, except internal location of diseases or disorders","6252","Injured by slipping or swinging object held by injured worker","7323","Saws-power not determined",,
"2015096820","1023987",9/17/2015,"Geemacher","31 Robinson Stret",,"POTTSTOWN","PENNSYLVANIA","19464",40.25,-75.65,"999999",1.00,0.00,"1100371","An employee opened the gate to inspect a part of the Tangent deep draw hydraulic press. Lock out/tag out wasn't used. A co-worker provided additional light and crossed the light curtain in front of the press activating it. The injured employee suffered cuts to both arms, burns to the left hand and a compression injury to both arms.","189","Multiple traumatic injuries and disorders, n.e.c.","4810","Hand(s) and arm(s), unspecified","6411","Caught in running equipment or machinery during maintenance, cleaning ","3569","Presses, except printing, n.e.c.",,
"2015096821","1022002",9/17/2015,"Virtua Hospital","100 Bowman Drive",,"VOORHEES","NEW JERSEY","08043",39.82,-74.93,"622110",1.00,0.00,,"An employee was picking up surgical instruments and twisted her chest and side.","1972","Soreness, pain, hurt-nonspecified injury","38","Multiple trunk locations","7311","Bending, crawling, reaching, twisting-single episode","562","Bodily motion or position of injured, ill worker",,
"2015096822","1021114",9/17/2015,"Firewood To You","5 Surrey Lane",,"DELRAN","NEW JERSEY","08075",40.01,-74.96,"321999",0.00,1.00,,"An employee was splitting wood with a hydraulic splitter and got his right pinky finger caught between two pieces of wood amputating the fingertip.","1311","Amputations","4422","Fingertip(s)","642","Compressed or pinched by shifting objects or equipment","4150","Wood, lumber, unspecified","3239","Logging and wood processing machinery-specialized, n.e.c."
"2015096824","1021565",9/17/2015,"Publix Super Markets, Inc.","6753 THOMASVILLE ROAD",,"TALLAHASSEE","FLORIDA","32312",30.56,-84.21,"445110",0.00,1.00,,"An employee closed the door on her left pinky finger resulting in a partial amputation of the fingertip.","1311","Amputations","4422","Fingertip(s)","6261","Struck by or caught in swinging door or gate","6511","Doors, except garage and vehicle",,
"2015096825","1021473",9/17/2015,"Kansas City Peterbilt Inc.","8915 Woodend Rd.",,"KANSAS CITY","KANSAS","66111",39.04,-94.78,"423110",1.00,0.00,"1093404","An employee was assisting with moving equipment. The employee jumped from the moving equipment onto the ground to place chock-blocks and broke his leg. He was hospitalized.","111","Fractures","510","Leg(s), unspecified","4420","Other jump to lower level, unspecified","9999","Nonclassifiable",,
"2015096826","1020933",9/17/2015,"Expera Specialty Solutions","600 Thilmany Road",,"KAUKAUNA","WISCONSIN","54130",44.28,-88.26,"322121",1.00,0.00,,"An employee was working on the #2 water softener. The sight glass blew, spraying the employee with hot water and causing an eye injury.","1972","Soreness, pain, hurt-nonspecified injury","132","Eye(s)","533","Contact with hot objects or substances","9521","Water",,
"2015096827","1020898",9/17/2015,"Steel King Industries, Inc.","325 East Beckert Road",,"NEW LONDON","WISCONSIN","54961",44.37,-88.73,"332322",0.00,1.00,,"An employee was standing on a movable machine bed. The employee reached up to grab a rail and caught her hand in a shear point between a bearing block and the machine frame. Her right hand pinky and ring fingers were amputated to approximately the second joint.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","642","Compressed or pinched by shifting objects or equipment","30","Machinery, unspecified",,
"2015096828","1021916",9/17/2015,"N Wasserstrom & Sons, Inc.","2300 Lockbourne Road",,"COLUMBUS","OHIO","43207",39.91,-82.96,"238290",1.00,0.00,,"An employee was hospitalized after scrapping his arm on a metal stud wall at a job site.  The cut/scrape became infected.","132","Cuts, lacerations","420","Arm(s), unspecified","6329","Struck against stationary object or equipment, n.e.c.","4139","Structural metal materials, n.e.c.",,
"2015096829","1021189",9/17/2015,"Precision Drilling","1 Mile East of CR1450",,"PECOS","TEXAS","79772",31.41,-103.49,"213111",1.00,0.00,,"An employee was bitten by a rattle snake on the right index finger.","1960","Poisoning, toxic, noxious, or allergenic effect, unspecified","4420","Finger(s), fingernail(s), unspecified","1311","Stings and venomous bites","5141","Venomous snakes",,
"2015096830","1021096",9/17/2015,"T.R. Miller Mill Company, Inc.","215 Deer St.",,"BREWTON","ALABAMA","36427",31.10,-87.06,"321113",1.00,0.00,"1093669","The forklift operator got his hand caught between the top roll bar of the forklift and a piece of framing that was protecting a hydraulic fluid line resulting in a laceration to the top of the left hand, a broken ring finger, a crushed little finger and hospitalization.","1839","Fractures and other injuries, n.e.c.","449","Hand(s), n.e.c.","2721","Part of occupant’s body caught between vehicle and other object in nonroadway transport incident","8621","Forklift, order picker, platform truck-powered","3230","Logging and wood processing machinery-specialized, unspecified"
"2015096832","1022333",9/17/2015,"Zoresco Equipment Company","1 Acron Drive",,"OAKWOOD VILLAGE","OHIO","44146",41.38,-81.52,"444210",1.00,0.00,"1096338","An employee feel off an eight foot step ladder and landed on the concrete floor. The employee was hospitalized with a head injury.","160","Intracranial injuries, unspecified","111","Brain","4332","Other fall to lower level 6 to 10 feet","7422","Step ladders",,
"2015096833","1021184",9/17/2015,"International Automotive Components","2000 SCHLATER RD.",,"SIDNEY","OHIO","45365",40.27,-84.18,"336399",1.00,0.00,"1094027","An employee working in the maintenance shop dressing a 6-8 foot roller at ~ 64 RPMs. He was injured after being pulled into the roll resulting in the avulsion of the underarm of the right forearm.","1312","Avulsions, enucleations","423","Forearm(s)","6411","Caught in running equipment or machinery during maintenance, cleaning ","30","Machinery, unspecified",,
"2015096834","1020989",9/17/2015,"AREA WIDE PROTECTIVE INC.","East Hillsborough Ave and 42nd St N",,"TAMPA","FLORIDA","33610",27.99,-82.40,"561990",1.00,0.00,,"An employee was struck by a car in a work zone and suffered multiple severe injuries.","10","Traumatic injuries and disorders, unspecified","9999","Nonclassifiable","2410","Pedestrian struck by vehicle in work zone, unspecified","8413","Automobile",,
"2015096835","1021132",9/17/2015,"Becton Dickinson","150 S. 1st Ave ",,"BROKEN BOW","NEBRASKA","68822",41.40,-99.63,"339112",1.00,1.00,"1094359","An employee was threading a new roll of bags into the midstream bagger machine. The jaws of the machine include a heat seal and cutters. The machine activated and the jaws caught his finger resulting in the amputation of the left index fingertip.","1311","Amputations","4422","Fingertip(s)","6412","Caught in running equipment or machinery during regular operation","3732","Packaging, wrapping, bundling machinery",,
"2015096836","1021174",9/17/2015,"Athena Orchard View LLC","135 Tripps Lane",,"RIVERSIDE","RHODE ISLAND","02915",41.79,-71.35,"623110",1.00,0.00,,"An employee tripped and fell over a walker.  She was transported to the hospital where she was admitted overnight and had surgery for a left wrist fracture the following morning.","111","Fractures","43","Wrist(s)","4213","Fall on same level due to tripping over an object ","6629","Floor, n.e.c.","7521","Canes, crutches, walkers"
"2015096837","1021349",9/17/2015,"Super Mix C.A. LLC","3805 NW S RIVER DR.",,"MIAMI","FLORIDA","33142",25.80,-80.26,"484121",0.00,0.00,,"An employee was making a delivery when another delivery truck's hose exploded spilling cement dust. The employee suffered respiratory illness due to the inhaled cement dust.","1963","Other respiratory system symptoms-toxic, noxious, or allergenic effect","6","BODY SYSTEMS","5521","Inhalation of harmful substance-single episode","1121","Cement, mortar mix-dry",,
"2015096838","1021195",9/17/2015,"C & F Steel Erectors","62 Industrial Park Circle",,"BENTON","ARKANSAS","72018",34.56,-92.60,"236220",1.00,0.00,,"An employee was working a 100 ft. below the North gridiron floor when a piece of steel fell through the gridiron floor and struck the employee's ring finger on the right hand lacerating it.","132","Cuts, lacerations","4420","Finger(s), fingernail(s), unspecified","6230","Struck by falling object or equipment, unspecified","4139","Structural metal materials, n.e.c.",,
"2015096839","1020708",9/17/2015,"Twin City Fan & Blower Company","101 Sunrise Ridge Road South",,"BROOKINGS","SOUTH DAKOTA","57006",44.30,-96.76,"333412",1.00,0.00,,"An employee was shocked while changing wire on a welder.","193","Electrocutions, electric shocks","6","BODY SYSTEMS","5110","Direct exposure to electricity, unspecified","3594","Welding machinery",,
"2015096840","1021257",9/17/2015,"Epsilon Systems Solutions Inc.","USS Chosin","Pearl Harbor Naval Shipyard","PEARL HARBOR","HAWAII","96860",21.35,-157.94,"541330",1.00,0.00,,"An employee was walking behind other workers carrying a leaking bag of trash. The employee slipped and fell forward landing on the edge of a platform lift and fracturing four ribs.","111","Fractures","310","Chest, except internal location of diseases or disorders","422","Fall on same level due to slipping ","6699","Floors, walkways, ground surfaces, n.e.c.",,
"2015096841","1020660",9/17/2015,"U.S. Aluminum","200 Singleton Drive",,"WAXAHACHIE","TEXAS","75165",32.43,-96.85,"331316",1.00,0.00,,"The employee was operating a saw and reached in to remove a jammed aluminum part and amputated the tip of his right ring finger.","1311","Amputations","4422","Fingertip(s)","6411","Caught in running equipment or machinery during maintenance, cleaning ","3570","Sawing machinery-stationary, unspecified",,
"2015096842","1021173",9/17/2015,"Crossland Construction","4852 Belluview Road",,"ROGERS","ARKANSAS","72758",36.29,-94.17,"236220",1.00,0.00,,"The employee was cutting a piece of ductile 8"" iron pipe with a hot saw or quickie saw. The weight caused the pipe to pinch the blade and the pipe kicked up and struck the employee in the face.","1972","Soreness, pain, hurt-nonspecified injury","130","Face, unspecified","6241","Struck by dislodged flying object, particle","4123","Metal pipes, tubing",,
"2015096843","1021105",9/17/2015,"KESLAR LUMBER COMPANY","884 BUCHANAN ROAD",,"WHITE","PENNSYLVANIA","15490",40.07,-79.43,"321113",1.00,0.00,,"An employee sustained a broken leg and knee after falling approximately 10 feet from a plank.","111","Fractures","5181","Knee(s) and leg(s)","4332","Other fall to lower level 6 to 10 feet","6340","Scaffolds-staging, unspecified",,
"2015097218","1033670",9/17/2015,"Mountain Lumber Company LLC","386 Crane Road",,"RENICK","WEST VIRGINIA","24966",38.02,-80.27,"321999",0.00,1.00,,"On September 17, 2015, at approximately 6:30pm, a worker was injured when the tip of his right index finger was pinched while changing the blade on a horizontal band saw.  Lockout was used to de-energize the machine.  As the employee manually turned the wheel to engage the blade, his finger was pinched between the wheel and the blade, resulting in amputation.","1311","Amputations","4422","Fingertip(s)","642","Compressed or pinched by shifting objects or equipment","3572","Band saws",,
"2015097219","1031476",9/17/2015,"Area Waste","532 CR 913",,"JOSHUA","TEXAS","76058",32.47,-97.38,"484230",1.00,1.00,,"An employee caught a hand in a pulley system while trying to untangle the cable resulting in a finger amputation.","1311","Amputations","4420","Finger(s), fingernail(s), unspecified","642","Compressed or pinched by shifting objects or equipment","4423","Drums, pulleys, sheaves",,
"2015097220","1026313",9/17/2015,"Permian Plastics","1477 Hoff Industrial Drive",,"O FALLON","MISSOURI","63366",38.83,-90.74,"326199",1.00,0.00,"1097327","An employee was injured on September 17, 2015, while retrieving a mold for setup of a plastic injection molding machine. The employee was retrieving a mold from a rack system approximately 8 feet tall.  He climbed to the second shelf of the rack system (approximately 4-5 feet) off the floor.  When attempting to descend the rack system he slipped and fell to the floor below.  He landed on his buttocks and back.","1972","Soreness, pain, hurt-nonspecified injury","320","Back, including spine, spinal cord, unspecified","4331","Other fall to lower level less than 6 feet","2214","Racks-garment and other",,
